Text,Text1,Text2,Text3,Text4,Text5,Text6,Root
Zion Williamson,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2018-19,Duke,ACC,33,33,30.0,9.0,13.2,.680,8.2,11.0,.747,0.7,2.2,.338,3.9,6.2,.640,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6,,11.98
Career,Duke,,33,33,30.0,9.0,13.2,.680,8.2,11.0,.747,0.7,2.2,.338,3.9,6.2,.640,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6,,11.98","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,Duke,ACC,33,33,990,296,435,.680,272,364,.747,24,71,.338,130,203,.640,116,177,293,68,70,59,78,68,746
Career,Duke,,33,33,990,296,435,.680,272,364,.747,24,71,.338,130,203,.640,116,177,293,68,70,59,78,68,746","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,Duke,ACC,33,33,990,12.0,17.6,.680,11.0,14.7,.747,1.0,2.9,.338,5.3,8.2,.640,11.8,2.7,2.8,2.4,3.2,2.7,30.1
Career,Duke,,33,33,990,12.0,17.6,.680,11.0,14.7,.747,1.0,2.9,.338,5.3,8.2,.640,11.8,2.7,2.8,2.4,3.2,2.7,30.1","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2018-19,Duke,ACC,33,33,990,16.3,24.0,.680,15.0,20.1,.747,1.3,3.9,.338,7.2,11.2,.640,16.2,3.8,3.9,3.3,4.3,3.8,41.2,,133.1,87.4
Career,Duke,,33,33,990,16.3,24.0,.680,15.0,20.1,.747,1.3,3.9,.338,7.2,11.2,.640,16.2,3.8,3.9,3.3,4.3,3.8,41.2,,133.1,87.4","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2018-19,Duke,ACC,33,33,990,40.8,.702,.708,.163,.467,663,12.7,18.0,15.5,14.9,3.9,5.8,12.8,28.6,,5.5,2.8,8.3,.335,,13.4,6.7,20.1
Career,Duke,,33,33,990,40.8,.702,.708,.163,.467,663,12.7,18.0,15.5,14.9,3.9,5.8,12.8,28.6,,5.5,2.8,8.3,.335,,13.4,6.7,20.1","
		Awards					2018-19 ACC All-Defense
		
							2018-19 ACC All-Freshman
		
							2018-19 ACC Player of the Year
		
							2018-19 ACC Rookie of the Year
		
							2018-19 All-ACC - 1st Team
		
							2018-19 AP Player of the Year
		
							2018-19 NABC Player of the Year
		
							2018-19 Naismith Award
		
							2018-19 Naismith Award Finalists
		
							2018-19 Naismith Award Semifinalists
		
							2018-19 Sporting News Player of the Year
		
							2018-19 The Karl Malone Award
		
							2018-19 USBWA Freshman of the Year
		
							2018-19 USBWA Player of the Year
		
							2018-19 USBWA Player of the Year Finalists
		
							2018-19 Wooden Award
		
							2018-19 Wooden Award - Finalists
		
							2018-19 Wooden Award - Late Season
		
							2018-19 Wooden Award - Midseason
		
							2018-19 Wooden Award - Preseason
		
							2018-19 Consensus All-America - 1st Team
		
							2019 ACC Tournament MVP
		
							2019 All-ACC Tournament - 1st Team
		
							2019 NCAA Tournament All-Region
		
			",undefined
R.J. Barrett,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2018-19,Duke,ACC,38,38,35.3,8.4,18.5,.454,6.5,12.2,.529,1.9,6.2,.308,3.9,5.9,.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,,11.98
Career,Duke,,38,38,35.3,8.4,18.5,.454,6.5,12.2,.529,1.9,6.2,.308,3.9,5.9,.665,1.6,6.0,7.6,4.3,0.9,0.4,3.2,1.8,22.6,,11.98","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,Duke,ACC,38,38,1341,319,702,.454,246,465,.529,73,237,.308,149,224,.665,59,229,288,164,34,16,123,70,860
Career,Duke,,38,38,1341,319,702,.454,246,465,.529,73,237,.308,149,224,.665,59,229,288,164,34,16,123,70,860","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,Duke,ACC,38,38,1341,9.5,20.9,.454,7.3,13.9,.529,2.2,7.1,.308,4.4,6.7,.665,8.6,4.9,1.0,0.5,3.7,2.1,25.7
Career,Duke,,38,38,1341,9.5,20.9,.454,7.3,13.9,.529,2.2,7.1,.308,4.4,6.7,.665,8.6,4.9,1.0,0.5,3.7,2.1,25.7","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2018-19,Duke,ACC,38,38,1341,13.0,28.6,.454,10.0,18.9,.529,3.0,9.7,.308,6.1,9.1,.665,11.7,6.7,1.4,0.7,5.0,2.9,35.0,,110.1,95.9
Career,Duke,,38,38,1341,13.0,28.6,.454,10.0,18.9,.529,3.0,9.7,.308,6.1,9.1,.665,11.7,6.7,1.4,0.7,5.0,2.9,35.0,,110.1,95.9","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2018-19,Duke,ACC,38,38,1341,23.3,.532,.506,.338,.319,834,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,,3.8,2.7,6.5,.194,,6.5,2.1,8.6
Career,Duke,,38,38,1341,23.3,.532,.506,.338,.319,834,4.8,17.2,11.2,23.5,1.4,1.2,13.2,32.2,,3.8,2.7,6.5,.194,,6.5,2.1,8.6","
		Awards					2018-19 ACC All-Freshman
		
							2018-19 All-ACC - 1st Team
		
							2018-19 AP Preseason All-American
		
							2018-19 Naismith Award Semifinalists
		
							2018-19 The Jerry West Award
		
							2018-19 USBWA Player of the Year Finalists
		
							2018-19 Wooden Award - Finalists
		
							2018-19 Wooden Award - Late Season
		
							2018-19 Wooden Award - Midseason
		
							2018-19 Wooden Award - Preseason
		
							2018-19 Consensus All-America - 1st Team
		
							2019 All-ACC Tournament - 1st Team
		
							2019 NCAA Tournament All-Region
		
			",undefined
De'Andre Hunter,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2016-17,Virginia,ACC,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt,Redshirt
2017-18,Virginia,ACC,33,0,19.9,3.2,6.5,.488,2.5,4.8,.525,0.6,1.7,.382,2.2,3.0,.755,1.2,2.4,3.5,1.1,0.6,0.4,0.9,1.8,9.2,,9.07
2018-19,Virginia,ACC,38,38,32.5,5.4,10.4,.520,4.2,7.6,.550,1.2,2.8,.438,3.2,4.1,.783,1.4,3.7,5.1,2.0,0.6,0.6,1.4,2.0,15.2,,10.15
Career,Virginia,,71,38,26.6,4.4,8.5,.509,3.4,6.3,.541,0.9,2.3,.419,2.8,3.6,.773,1.3,3.1,4.4,1.6,0.6,0.5,1.2,1.9,12.4,,9.61","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,Virginia,ACC,33,0,657,104,213,.488,83,158,.525,21,55,.382,74,98,.755,38,79,117,36,19,13,31,60,303
2018-19,Virginia,ACC,38,38,1234,205,394,.520,159,289,.550,46,105,.438,123,157,.783,52,141,193,75,22,22,52,76,579
Career,Virginia,,71,38,1891,309,607,.509,242,447,.541,67,160,.419,197,255,.773,90,220,310,111,41,35,83,136,882","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,Virginia,ACC,33,0,657,6.3,13.0,.488,5.1,9.6,.525,1.3,3.3,.382,4.5,6.0,.755,7.1,2.2,1.2,0.8,1.9,3.7,18.4
2018-19,Virginia,ACC,38,38,1234,6.6,12.8,.520,5.2,9.4,.550,1.5,3.4,.438,4.0,5.1,.783,6.3,2.4,0.7,0.7,1.7,2.5,18.8
Career,Virginia,,71,38,1891,6.5,12.8,.509,5.1,9.5,.541,1.4,3.4,.419,4.2,5.4,.773,6.6,2.3,0.9,0.7,1.8,2.9,18.7","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2017-18,Virginia,ACC,33,0,657,10.5,21.4,.488,8.3,15.9,.525,2.1,5.5,.382,7.4,9.9,.755,11.8,3.6,1.9,1.3,3.1,6.0,30.5,,118.4,90.7
2018-19,Virginia,ACC,38,38,1234,10.9,21.0,.520,8.5,15.4,.550,2.5,5.6,.438,6.6,8.4,.783,10.3,4.0,1.2,1.2,2.8,4.1,30.9,,125.8,94.9
Career,Virginia,,71,38,1891,10.8,21.1,.509,8.4,15.6,.541,2.3,5.6,.419,6.9,8.9,.773,10.8,3.9,1.4,1.2,2.9,4.7,30.7,,123.1,93.5","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2017-18,Virginia,ACC,33,0,657,23.5,.584,.538,.258,.460,290,7.5,15.0,11.3,11.8,1.9,2.7,10.7,25.7,,2.0,1.7,3.7,.227,,5.4,4.4,9.8
2018-19,Virginia,ACC,38,38,1234,24.3,.618,.579,.266,.398,541,5.6,13.4,9.8,13.0,1.2,2.4,10.0,24.1,,4.8,2.6,7.3,.237,,7.4,3.4,10.8
Career,Virginia,,71,38,1891,24.0,.606,.564,.264,.420,831,6.3,14.0,10.3,12.6,1.4,2.5,10.2,24.7,,6.8,4.2,11.0,.234,,6.7,3.8,10.5","
		Awards					2017-18 ACC All-Freshman
		
							2017-18 ACC Sixth Man of the Year
		
							2018-19 ACC All-Defense
		
							2018-19 ACC Defensive Player of the Year
		
							2018-19 All-ACC - 1st Team
		
							2018-19 NABC Defensive Player of the Year
		
							2018-19 Wooden Award - Finalists
		
							2018-19 Wooden Award - Late Season
		
							2018-19 Wooden Award - Midseason
		
							2018-19 Wooden Award - Preseason
		
							2019 NCAA All-Tournament
		
			",undefined
Darius Garland,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2018-19,Vanderbilt,SEC,5,5,27.8,5.8,10.8,.537,3.6,6.2,.581,2.2,4.6,.478,2.4,3.2,.750,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,,7.79
Career,Vanderbilt,,5,5,27.8,5.8,10.8,.537,3.6,6.2,.581,2.2,4.6,.478,2.4,3.2,.750,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2,,7.79","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,Vanderbilt,SEC,5,5,139,29,54,.537,18,31,.581,11,23,.478,12,16,.750,2,17,19,13,4,2,15,7,81
Career,Vanderbilt,,5,5,139,29,54,.537,18,31,.581,11,23,.478,12,16,.750,2,17,19,13,4,2,15,7,81","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,Vanderbilt,SEC,5,5,139,8.3,15.5,.537,5.2,8.9,.581,3.2,6.6,.478,3.5,4.6,.750,5.5,3.7,1.2,0.6,4.3,2.0,23.3
Career,Vanderbilt,,5,5,139,8.3,15.5,.537,5.2,8.9,.581,3.2,6.6,.478,3.5,4.6,.750,5.5,3.7,1.2,0.6,4.3,2.0,23.3","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2018-19,Vanderbilt,SEC,5,5,139,12.1,22.6,.537,7.5,13.0,.581,4.6,9.6,.478,5.0,6.7,.750,7.9,5.4,1.7,0.8,6.3,2.9,33.8,,112.0,106.3
Career,Vanderbilt,,5,5,139,12.1,22.6,.537,7.5,13.0,.581,4.6,9.6,.478,5.0,6.7,.750,7.9,5.4,1.7,0.8,6.3,2.9,33.8,,112.0,106.3","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2018-19,Vanderbilt,SEC,5,5,139,23.6,.657,.639,.426,.296,71,1.6,13.7,7.7,25.7,1.7,1.5,19.6,27.9,,0.4,0.1,0.5,.148,,3.8,1.1,4.9
Career,Vanderbilt,,5,5,139,23.6,.657,.639,.426,.296,71,1.6,13.7,7.7,25.7,1.7,1.5,19.6,27.9,,0.4,0.1,0.5,.148,,3.8,1.1,4.9",,
Jarrett Culver,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2017-18,Texas Tech,Big 12,37,20,26.4,3.9,8.6,.455,2.4,4.7,.514,1.5,3.9,.382,1.9,2.9,.648,1.1,3.7,4.8,1.8,1.1,0.7,1.5,2.1,11.2,,9.60
2018-19,Texas Tech,Big 12,38,38,32.5,6.7,14.5,.461,5.4,10.3,.526,1.3,4.2,.304,3.9,5.5,.707,1.4,5.0,6.4,3.7,1.5,0.6,2.7,1.9,18.5,,9.53
Career,Texas Tech,,75,58,29.5,5.3,11.6,.459,3.9,7.5,.522,1.4,4.1,.341,2.9,4.2,.687,1.2,4.4,5.6,2.8,1.3,0.6,2.1,2.0,14.9,,9.56","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,Texas Tech,Big 12,37,20,978,145,319,.455,90,175,.514,55,144,.382,70,108,.648,39,138,177,67,41,27,57,77,415
2018-19,Texas Tech,Big 12,38,38,1234,254,551,.461,205,390,.526,49,161,.304,147,208,.707,54,189,243,142,57,21,103,73,704
Career,Texas Tech,,75,58,2212,399,870,.459,295,565,.522,104,305,.341,217,316,.687,93,327,420,209,98,48,160,150,1119","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2017-18,Texas Tech,Big 12,37,20,978,5.9,13.0,.455,3.7,7.2,.514,2.2,5.9,.382,2.9,4.4,.648,7.2,2.7,1.7,1.1,2.3,3.1,17.0
2018-19,Texas Tech,Big 12,38,38,1234,8.2,17.9,.461,6.6,12.6,.526,1.6,5.2,.304,4.8,6.7,.707,7.9,4.6,1.8,0.7,3.3,2.4,22.8
Career,Texas Tech,,75,58,2212,7.2,15.7,.459,5.3,10.2,.522,1.9,5.5,.341,3.9,5.7,.687,7.6,3.8,1.8,0.9,2.9,2.7,20.2","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2017-18,Texas Tech,Big 12,37,20,978,8.7,19.1,.455,5.4,10.5,.514,3.3,8.6,.382,4.2,6.5,.648,10.6,4.0,2.4,1.6,3.4,4.6,24.8,,111.6,93.4
2018-19,Texas Tech,Big 12,38,38,1234,12.2,26.4,.461,9.8,18.7,.526,2.3,7.7,.304,7.0,10.0,.707,11.6,6.8,2.7,1.0,4.9,3.5,33.7,,108.7,86.7
Career,Texas Tech,,75,58,2212,10.6,23.1,.459,7.8,15.0,.522,2.8,8.1,.341,5.8,8.4,.687,11.2,5.6,2.6,1.3,4.3,4.0,29.8,,109.7,89.7","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2017-18,Texas Tech,Big 12,37,20,978,19.1,.560,.541,.451,.339,391,4.8,16.1,10.7,13.7,2.4,3.3,13.3,22.1,,1.9,2.3,4.2,.171,,4.3,4.4,8.6
2018-19,Texas Tech,Big 12,38,38,1234,25.1,.542,.505,.292,.377,711,5.6,17.3,11.8,26.1,2.7,2.2,13.7,32.2,,3.3,3.5,6.8,.222,,6.9,4.8,11.6
Career,Texas Tech,,75,58,2212,22.4,.548,.518,.351,.363,1102,5.3,16.8,11.3,20.6,2.6,2.7,13.6,27.8,,5.3,5.8,11.0,.199,,5.7,4.6,10.3","
		Awards					2018-19 All-Big 12 - 1st Team
		
							2018-19 Big 12 Player of the Year
		
							2018-19 Wooden Award - Finalists
		
							2018-19 Wooden Award - Late Season
		
							2018-19 Wooden Award - Midseason
		
							2018-19 Consensus All-America - 2nd Team
		
							2019 NCAA All-Tournament
		
							2019 NCAA Tournament All-Region
		
			",undefined
Coby White,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2018-19,UNC,ACC,35,35,28.5,5.4,12.7,.423,3.0,6.1,.500,2.3,6.6,.353,3.0,3.7,.800,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,,11.35
Career,UNC,,35,35,28.5,5.4,12.7,.423,3.0,6.1,.500,2.3,6.6,.353,3.0,3.7,.800,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1,,11.35","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,UNC,ACC,35,35,999,188,444,.423,106,212,.500,82,232,.353,104,130,.800,12,112,124,143,38,11,93,68,562
Career,UNC,,35,35,999,188,444,.423,106,212,.500,82,232,.353,104,130,.800,12,112,124,143,38,11,93,68,562","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,UNC,ACC,35,35,999,7.5,17.8,.423,4.2,8.5,.500,3.3,9.3,.353,4.2,5.2,.800,5.0,5.7,1.5,0.4,3.7,2.7,22.5
Career,UNC,,35,35,999,7.5,17.8,.423,4.2,8.5,.500,3.3,9.3,.353,4.2,5.2,.800,5.0,5.7,1.5,0.4,3.7,2.7,22.5","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2018-19,UNC,ACC,35,35,999,9.9,23.4,.423,5.6,11.2,.500,4.3,12.2,.353,5.5,6.9,.800,6.5,7.5,2.0,0.6,4.9,3.6,29.6,,110.6,98.9
Career,UNC,,35,35,999,9.9,23.4,.423,5.6,11.2,.500,4.3,12.2,.353,5.5,6.9,.800,6.5,7.5,2.0,0.6,4.9,3.6,29.6,,110.6,98.9","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2018-19,UNC,ACC,35,35,999,19.2,.556,.516,.523,.293,538,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,,2.4,1.7,4.1,.165,,5.2,2.8,8.0
Career,UNC,,35,35,999,19.2,.556,.516,.523,.293,538,1.3,11.3,6.4,24.4,2.0,1.3,15.5,26.8,,2.4,1.7,4.1,.165,,5.2,2.8,8.0","
		Awards					2018-19 ACC All-Freshman
		
							2018-19 All-ACC - 2nd Team
		
							2019 All-ACC Tournament - 2nd Team
		
			",undefined
Jaxson Hayes,"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2018-19,Texas,Big 12,32,21,23.3,3.8,5.3,.728,3.8,5.3,.728,0.0,0.0,,2.3,3.1,.740,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,,11.46
Career,Texas,,32,21,23.3,3.8,5.3,.728,3.8,5.3,.728,0.0,0.0,,2.3,3.1,.740,1.8,3.3,5.0,0.3,0.6,2.2,0.9,3.3,10.0,,11.46","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,Texas,Big 12,32,21,747,123,169,.728,123,169,.728,0,0,,74,100,.740,56,104,160,9,19,71,29,107,320
Career,Texas,,32,21,747,123,169,.728,123,169,.728,0,0,,74,100,.740,56,104,160,9,19,71,29,107,320","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,Texas,Big 12,32,21,747,6.6,9.0,.728,6.6,9.0,.728,0.0,0.0,,4.0,5.4,.740,8.6,0.5,1.0,3.8,1.6,5.7,17.1
Career,Texas,,32,21,747,6.6,9.0,.728,6.6,9.0,.728,0.0,0.0,,4.0,5.4,.740,8.6,0.5,1.0,3.8,1.6,5.7,17.1","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2018-19,Texas,Big 12,32,21,747,9.9,13.6,.728,9.9,13.6,.728,0.0,0.0,,6.0,8.1,.740,12.9,0.7,1.5,5.7,2.3,8.6,25.8,,138.7,95.6
Career,Texas,,32,21,747,9.9,13.6,.728,9.9,13.6,.728,0.0,0.0,,6.0,8.1,.740,12.9,0.7,1.5,5.7,2.3,8.6,25.8,,138.7,95.6","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2018-19,Texas,Big 12,32,21,747,27.0,.739,.728,.000,.592,280,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,,2.8,1.5,4.3,.230,,4.6,5.5,10.1
Career,Texas,,32,21,747,27.0,.739,.728,.000,.592,280,8.7,16.3,12.5,2.6,1.5,10.6,11.8,17.2,,2.8,1.5,4.3,.230,,4.6,5.5,10.1","
		Awards					2018-19 All-Big 12 - 2nd Team
		
							2018-19 Big 12 All-Defense
		
							2018-19 Big 12 All-Freshman
		
							2018-19 Big 12 Rookie of the Year
		
			",undefined
