Text,Page_Title,Root
,Kwame Brown Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2001-02,19,CHI,NBA,C,71,1389,13.0,.543,.000,.730,9.3,19.8,14.4,6.5,1.1,5.0,19.8,16.6,,0.4,1.4,1.8,.062,,-3.3,-0.2,-3.5,-0.5
2002-03,20,CHI,NBA,C,75,1827,15.8,.565,.000,.601,10.4,20.6,15.5,6.8,1.0,4.2,18.1,18.1,,1.8,2.1,3.9,.102,,-1.1,0.2,-0.9,0.5
2003-04,21,CHI,NBA,PF,35,782,14.2,.507,.006,.747,11.1,27.0,18.9,4.7,1.1,4.1,15.3,14.2,,0.7,1.2,1.9,.116,,-2.1,0.3,-1.8,0.0
2004-05,22,CHI,NBA,C,80,2189,16.4,.565,.005,.802,13.4,26.1,19.8,4.8,1.6,4.8,17.2,14.0,,2.8,5.5,8.3,.183,,-0.8,2.7,1.9,2.1
2005-06,23,CHI,NBA,C,79,2121,12.2,.567,.004,.682,14.4,24.2,19.3,5.6,1.0,3.8,25.1,10.4,,1.5,3.9,5.4,.123,,-2.2,1.8,-0.4,0.9
2006-07,24,NOK,NBA,C,73,2525,17.0,.620,.002,.429,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,,4.1,3.8,7.9,.150,,-0.1,0.7,0.6,1.6
2007-08,25,NOH,NBA,C,79,2783,17.5,.632,.002,.488,13.2,26.1,19.5,4.4,0.9,2.4,15.6,14.5,,5.9,4.1,10.0,.172,,0.7,-0.2,0.4,1.7
2008-09,26,NOH,NBA,C,45,1445,13.4,.581,.000,.470,13.7,19.2,16.4,2.4,0.6,3.3,17.0,13.7,,1.7,1.7,3.4,.114,,-1.6,-0.9,-2.5,-0.2
2009-10,27,CHA,NBA,C,51,1163,12.5,.643,.000,.826,12.0,21.0,16.6,2.2,0.8,3.9,26.0,14.0,,0.9,2.0,2.9,.120,,-3.1,1.1,-2.0,0.0
2010-11,28,DAL,NBA,C,74,2059,18.4,.697,.000,.725,12.2,26.6,19.7,2.4,0.9,3.0,14.1,14.2,,5.8,3.5,9.4,.218,,0.6,1.0,1.5,1.8
2011-12,29,NYK,NBA,C,62,2061,18.7,.708,.006,.887,11.8,22.7,17.2,4.3,1.4,3.4,17.1,13.0,,5.8,3.6,9.5,.220,,1.2,1.1,2.3,2.2
2012-13,30,NYK,NBA,C,66,2164,18.9,.671,.000,.645,14.1,24.3,19.0,4.5,1.0,3.0,14.5,13.0,,6.7,2.6,9.3,.207,,1.5,-0.3,1.3,1.8
2013-14,31,NYK,NBA,C,55,1662,16.4,.615,.003,.481,10.9,27.0,18.7,5.5,1.2,3.4,15.4,12.9,,3.1,1.9,4.9,.143,,0.3,-0.1,0.2,0.9
2014-15,32,DAL,NBA,C,75,2286,20.1,.697,.000,.584,14.1,27.4,20.7,5.3,0.9,3.2,16.0,12.8,,7.2,3.1,10.3,.216,,2.4,0.2,2.6,2.7
2015-16,33,PHO,NBA,C,66,1618,14.7,.606,.003,.545,11.5,27.5,19.3,6.0,1.1,2.2,19.3,12.7,,2.1,1.6,3.8,.112,,-0.8,-0.2,-1.1,0.4
2016-17,34,PHO,NBA,C,47,1298,16.6,.703,.000,.544,12.5,33.2,22.6,3.3,1.2,1.5,18.7,11.2,,2.7,1.3,4.1,.151,,0.7,-0.3,0.3,0.8
2017-18,35,PHO,NBA,C,46,1151,14.2,.658,.000,.497,12.2,26.8,19.4,6.6,0.7,1.9,20.6,10.6,,1.9,0.8,2.7,.111,,-0.8,-0.6,-1.4,0.2
2018-19,36,TOT,NBA,C,55,875,11.2,.630,.010,.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,,0.9,1.2,2.1,.114,,-2.9,0.8,-2.1,0.0
2018-19,36,PHO,NBA,C,7,89,11.5,.653,.000,1.500,8.6,40.5,24.3,9.1,1.1,0.9,26.0,13.0,,0.1,0.1,0.2,.092,,-4.8,0.2,-4.6,-0.1
2018-19,36,LAL,NBA,C,48,786,11.2,.626,.011,.793,11.4,23.6,17.6,4.8,1.1,2.3,23.0,8.0,,0.9,1.1,1.9,.117,,-2.7,0.9,-1.8,0.0
2019-20,37,HOU,NBA,C,26,219,10.8,.717,.000,.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,,0.3,0.3,0.6,.131,,-2.6,1.1,-1.5,0.0
Career,,,NBA,,1160,31617,16.1,.626,.002,.623,12.6,25.1,18.8,4.7,1.0,3.3,17.9,13.2,,56.3,45.8,102.1,.155,,-0.3,0.5,0.1,16.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CHI,NBA,,340,8308,14.4,.555,.002,.704,12.1,23.4,17.8,5.7,1.2,4.4,19.2,14.4,,7.2,14.1,21.3,.123,,-1.8,1.2,-0.6,3.0
3 seasons,,NOKNOH,NBA,,197,6753,16.4,.617,.001,.464,13.7,25.1,19.3,3.9,0.8,3.2,16.9,13.5,,11.6,9.6,21.3,.151,,-0.1,0.0,-0.2,3.2
3 seasons,,NYK,NBA,,183,5887,18.1,.668,.003,.676,12.4,24.5,18.3,4.7,1.2,3.3,15.7,13.0,,15.6,8.1,23.7,.194,,1.1,0.3,1.3,4.9
4 seasons,,PHO,NBA,,166,4156,15.1,.650,.001,.548,11.9,29.4,20.5,5.4,1.0,1.9,19.6,11.6,,6.8,3.9,10.7,.123,,-0.4,-0.3,-0.8,1.3
2 seasons,,DAL,NBA,,149,4345,19.3,.697,.000,.652,13.2,27.0,20.2,3.9,0.9,3.1,15.0,13.5,,13.0,6.7,19.7,.217,,1.5,0.6,2.1,4.5
1 season,,CHA,NBA,,51,1163,12.5,.643,.000,.826,12.0,21.0,16.6,2.2,0.8,3.9,26.0,14.0,,0.9,2.0,2.9,.120,,-3.1,1.1,-2.0,0.0
1 season,,LAL,NBA,,48,786,11.2,.626,.011,.793,11.4,23.6,17.6,4.8,1.1,2.3,23.0,8.0,,0.9,1.1,1.9,.117,,-2.7,0.9,-1.8,0.0
1 season,,HOU,NBA,,26,219,10.8,.717,.000,.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,,0.3,0.3,0.6,.131,,-2.6,1.1,-1.5,0.0",Tyson Chandler Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2001-02,21,MEM,NBA,PF,82,3007,19.5,.566,.005,.448,8.8,18.2,13.5,13.8,0.7,3.9,15.0,22.6,,4.8,2.8,7.6,.121,,1.5,0.2,1.7,2.8
2002-03,22,MEM,NBA,PF,82,2948,20.7,.570,.009,.506,7.4,19.9,13.7,13.6,0.6,3.4,13.5,24.1,,6.5,2.0,8.5,.138,,2.1,-0.3,1.8,2.8
2003-04,23,MEM,NBA,PF,78,2458,21.7,.542,.014,.487,9.4,18.3,13.8,14.9,0.9,3.9,12.8,26.8,,5.3,2.8,8.1,.159,,2.9,0.1,2.9,3.0
2004-05,24,MEM,NBA,PF,56,1790,22.5,.582,.009,.528,8.7,18.7,13.7,14.7,1.1,4.1,13.8,26.2,,4.1,2.8,6.8,.184,,2.9,1.1,4.0,2.7
2005-06,25,MEM,NBA,PF,80,3135,22.7,.555,.010,.517,7.5,20.0,13.8,23.7,0.8,3.9,13.8,26.4,,6.6,5.4,12.0,.184,,3.9,1.7,5.5,6.0
2006-07,26,MEM,NBA,C,59,2133,24.1,.593,.013,.466,8.3,24.2,16.3,17.7,0.7,4.5,13.5,25.3,,5.4,1.5,6.9,.155,,3.7,-0.1,3.6,3.0
2007-08,27,TOT,NBA,C,66,2351,21.6,.594,.018,.407,7.4,18.7,13.1,15.2,0.6,3.0,10.6,22.1,,6.4,2.1,8.4,.172,,3.3,0.1,3.4,3.2
2007-08,27,MEM,NBA,C,39,1433,20.1,.566,.027,.386,7.3,19.6,13.4,14.0,0.6,2.8,10.9,22.7,,3.0,0.9,3.9,.129,,2.4,-0.3,2.1,1.5
2007-08,27,LAL,NBA,C,27,918,24.0,.639,.003,.441,7.7,17.4,12.8,17.0,0.8,3.3,10.0,21.2,,3.4,1.2,4.6,.239,,4.7,0.8,5.5,1.7
2008-09,28,LAL,NBA,C,81,2999,22.2,.617,.002,.420,10.0,19.3,14.7,14.8,0.9,2.1,11.3,20.4,,9.8,4.2,13.9,.223,,4.0,0.5,4.5,5.0
2009-10,29,LAL,NBA,C,65,2403,22.9,.593,.006,.429,11.4,22.7,17.1,15.0,0.8,3.5,12.5,21.4,,6.8,4.2,11.0,.220,,3.7,1.3,4.9,4.2
2010-11,30,LAL,NBA,C,82,3037,23.3,.589,.003,.384,10.3,20.5,15.6,15.1,0.8,3.3,9.8,21.8,,10.0,4.7,14.7,.232,,3.9,0.9,4.8,5.2
2011-12,31,LAL,NBA,PF,65,2430,20.4,.547,.029,.285,8.8,21.8,15.6,17.2,0.8,2.6,12.1,22.1,,5.2,3.1,8.3,.165,,2.6,0.8,3.4,3.3
2012-13,32,LAL,NBA,PF,49,1655,16.7,.512,.048,.307,7.6,20.1,14.0,19.9,0.7,2.7,13.7,20.5,,2.0,1.7,3.7,.107,,1.1,0.9,2.0,1.7
2013-14,33,LAL,NBA,C,60,1884,19.3,.522,.016,.287,7.0,25.9,16.4,18.7,0.7,3.5,12.4,26.4,,1.3,1.7,3.0,.076,,1.0,0.2,1.2,1.5
2014-15,34,CHI,NBA,PF,78,2681,22.7,.550,.023,.317,9.2,27.6,18.6,14.4,0.5,4.0,10.7,24.7,,6.0,4.4,10.4,.187,,2.9,0.6,3.5,3.7
2015-16,35,CHI,NBA,C,72,2291,21.7,.529,.069,.290,7.3,28.7,18.2,21.7,0.9,4.7,12.8,24.6,,3.2,3.9,7.1,.149,,2.7,2.3,4.9,4.0
2016-17,36,SAS,NBA,C,64,1627,20.2,.578,.172,.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,,3.3,3.1,6.4,.190,,2.6,1.5,4.0,2.5
2017-18,37,SAS,NBA,C,77,1812,18.9,.539,.191,.333,7.8,30.2,19.0,20.1,0.7,3.6,13.1,20.4,,2.7,3.3,6.0,.159,,1.5,1.9,3.4,2.5
2018-19,38,TOT,NBA,C,30,360,16.7,.529,.138,.426,6.7,34.2,20.6,19.1,0.7,3.5,12.5,15.6,,0.5,0.5,1.1,.142,,1.0,2.1,3.1,0.5
2018-19,38,SAS,NBA,C,27,330,18.0,.544,.114,.432,7.3,34.4,21.0,20.2,0.7,3.6,11.8,15.8,,0.6,0.5,1.1,.160,,1.6,2.3,3.9,0.5
2018-19,38,MIL,NBA,C,3,30,1.7,.291,.500,.333,0.0,31.9,16.9,7.7,0.0,2.8,22.5,12.4,,-0.1,0.1,0.0,-0.063,,-5.3,0.6,-4.7,0.0
Career,,,NBA,,1226,41001,21.4,.565,.031,.401,8.6,22.2,15.5,16.7,0.8,3.5,12.5,23.3,,89.9,54.1,144.1,.169,,2.8,0.8,3.6,57.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,MEM,NBA,,476,16904,21.6,.566,.011,.482,8.2,19.8,14.0,16.4,0.8,3.8,13.5,24.9,,35.7,18.2,53.8,.153,,2.7,0.4,3.1,21.8
7 seasons,,LAL,NBA,,429,15326,21.4,.574,.014,.362,9.3,21.2,15.4,16.5,0.8,2.9,11.6,21.9,,38.5,20.7,59.2,.185,,3.1,0.8,3.8,22.6
3 seasons,,SAS,NBA,,168,3769,19.4,.557,.177,.327,7.7,29.1,18.5,17.8,0.7,3.6,11.9,20.4,,6.7,6.9,13.5,.172,,2.0,1.7,3.7,5.4
2 seasons,,CHI,NBA,,150,4972,22.2,.540,.044,.305,8.3,28.1,18.4,17.8,0.7,4.3,11.7,24.7,,9.2,8.3,17.5,.169,,2.8,1.4,4.2,7.7
1 season,,MIL,NBA,,3,30,1.7,.291,.500,.333,0.0,31.9,16.9,7.7,0.0,2.8,22.5,12.4,,-0.1,0.1,0.0,-0.063,,-5.3,0.6,-4.7,0.0",Pau Gasol Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2001-02,19,CHI,NBA,C,72,1150,14.4,.540,.000,.424,11.0,16.8,13.8,4.0,0.7,3.4,13.4,20.7,,1.0,0.8,1.8,.075,,-2.4,-1.9,-4.4,-0.7
2002-03,20,CHI,NBA,C,81,1571,17.5,.607,.000,.501,8.3,16.4,12.4,4.4,0.6,2.9,16.4,23.6,,2.3,1.1,3.5,.107,,-0.6,-1.3,-1.9,0.0
2003-04,21,CHI,NBA,PF,73,2154,14.8,.538,.001,.417,7.1,16.1,11.4,6.2,0.6,2.8,15.1,24.3,,1.1,1.8,3.0,.066,,-1.7,-1.1,-2.8,-0.5
2004-05,22,CHI,NBA,C,63,1808,16.3,.583,.000,.430,7.2,13.6,10.5,4.1,0.6,2.4,15.8,25.5,,1.5,2.8,4.3,.115,,-0.7,0.2,-0.6,0.7
2005-06,23,NYK,NBA,C,72,1865,17.0,.604,.000,.814,9.4,18.9,14.1,1.9,0.8,2.5,18.1,24.1,,2.3,1.0,3.3,.084,,-0.5,-1.6,-2.1,0.0
2006-07,24,NYK,NBA,C,81,2849,17.0,.603,.001,.649,8.2,15.5,11.9,4.6,0.6,1.1,18.4,25.5,,3.1,1.6,4.7,.079,,-0.1,-1.8,-1.8,0.1
2007-08,25,NYK,NBA,C,59,1530,15.0,.578,.000,.551,8.0,12.6,10.2,3.8,0.5,1.5,15.7,23.5,,1.3,0.4,1.7,.053,,-0.8,-2.0,-2.8,-0.3
2008-09,26,NYK,NBA,C,3,12,2.8,.753,.000,1.500,0.0,37.7,18.2,0.0,0.0,0.0,37.6,19.3,,0.0,0.0,0.0,-0.064,,-13.2,0.8,-12.4,0.0
2009-10,27,NYK,NBA,C,7,62,-1.9,.456,.000,.810,7.2,16.8,11.9,0.0,0.0,1.2,31.3,30.2,,-0.4,0.0,-0.3,-0.258,,-14.4,-4.1,-18.5,-0.3
2011-12,29,MIA,NBA,C,14,83,3.6,.508,.000,.308,6.0,11.1,8.6,1.9,0.0,2.0,25.3,22.1,,-0.2,0.1,-0.1,-0.046,,-9.4,-2.3,-11.8,-0.2
2012-13,30,DAL,NBA,C,2,25,-0.2,.461,.000,.500,9.1,8.7,8.9,0.0,0.0,0.0,23.5,23.3,,-0.1,0.0,-0.1,-0.146,,-11.2,-3.7,-14.9,-0.1
Career,,,NBA,,527,13109,15.9,.581,.000,.547,8.3,15.7,12.0,4.2,0.6,2.2,16.7,24.2,,12.1,9.6,21.7,.080,,-1.0,-1.4,-2.4,-1.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,CHI,NBA,,289,6683,15.8,.567,.000,.441,8.1,15.6,11.8,4.8,0.6,2.8,15.4,23.8,,6.0,6.6,12.6,.090,,-1.3,-0.9,-2.3,-0.5
5 seasons,,NYK,NBA,,222,6318,16.3,.596,.000,.672,8.5,15.9,12.2,3.6,0.6,1.6,17.9,24.6,,6.3,3.0,9.3,.071,,-0.5,-1.8,-2.3,-0.6
1 season,,MIA,NBA,,14,83,3.6,.508,.000,.308,6.0,11.1,8.6,1.9,0.0,2.0,25.3,22.1,,-0.2,0.1,-0.1,-0.046,,-9.4,-2.3,-11.8,-0.2
1 season,,DAL,NBA,,2,25,-0.2,.461,.000,.500,9.1,8.7,8.9,0.0,0.0,0.0,23.5,23.3,,-0.1,0.0,-0.1,-0.146,,-11.2,-3.7,-14.9,-0.1",Eddy Curry Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2001-02,21,GSW,NBA,SG,80,2629,13.8,.487,.226,.193,4.9,9.0,6.9,15.4,2.0,0.8,11.9,21.5,,2.0,0.9,2.9,.052,,0.1,-1.0,-0.9,0.7
2002-03,22,GSW,NBA,SG,82,2698,14.8,.501,.288,.233,4.4,10.4,7.5,15.3,1.7,0.6,12.3,23.0,,3.4,0.3,3.7,.066,,1.0,-1.6,-0.5,1.0
2003-04,23,GSW,NBA,SG,78,2936,16.8,.504,.213,.294,4.7,15.4,10.1,14.5,1.6,1.0,11.9,25.8,,2.6,2.7,5.2,.085,,1.1,-0.6,0.5,1.9
2004-05,24,GSW,NBA,SG,72,2724,19.0,.518,.270,.226,4.8,12.5,8.5,19.2,2.0,0.8,10.1,27.1,,3.3,2.4,5.7,.100,,2.8,-0.4,2.5,3.0
2005-06,25,GSW,NBA,SG,75,2877,19.2,.538,.332,.285,4.0,13.2,8.5,15.6,1.7,1.0,9.4,27.6,,4.5,2.8,7.3,.122,,3.4,-0.3,3.1,3.7
2006-07,26,GSW,NBA,SG,51,1675,15.5,.512,.410,.191,4.6,12.6,8.5,16.0,1.6,1.4,9.3,22.3,,1.7,1.3,3.0,.085,,1.4,-0.6,0.8,1.2
2007-08,27,CHA,NBA,SF,82,3149,18.4,.554,.408,.225,2.9,13.3,8.0,15.2,1.9,1.4,9.3,25.9,,4.8,2.6,7.4,.113,,3.3,-0.3,3.0,4.0
2008-09,28,TOT,NBA,SG,72,2410,16.7,.571,.334,.204,3.9,11.5,7.8,9.8,1.6,0.9,8.2,21.5,,4.3,1.5,5.8,.116,,2.0,-0.8,1.2,2.0
2008-09,28,CHA,NBA,SG,14,491,15.8,.536,.268,.250,3.3,11.3,7.3,14.1,1.5,0.5,8.9,25.8,,0.5,0.5,1.1,.104,,1.5,-0.2,1.3,0.4
2008-09,28,PHO,NBA,SG,58,1919,16.9,.581,.353,.191,4.1,11.5,7.9,8.7,1.6,1.0,8.0,20.4,,3.8,0.9,4.7,.119,,2.2,-1.0,1.2,1.6
2009-10,29,PHO,NBA,SG,79,2485,16.6,.574,.401,.184,3.9,13.9,9.2,8.8,1.3,0.9,7.9,20.8,,5.0,1.7,6.6,.128,,2.2,-0.5,1.7,2.3
2010-11,30,TOT,NBA,SG,80,2715,15.0,.555,.454,.151,2.9,11.1,7.1,9.2,1.8,0.4,7.8,20.6,,3.6,3.3,6.9,.123,,1.2,0.5,1.7,2.5
2010-11,30,PHO,NBA,SG,25,796,19.1,.574,.380,.185,4.8,11.3,8.0,7.9,1.7,0.3,6.7,25.5,,1.5,0.4,1.9,.117,,3.2,-1.4,1.7,0.7
2010-11,30,ORL,NBA,SG,55,1919,13.2,.543,.496,.130,2.1,11.0,6.7,9.7,1.8,0.4,8.4,18.6,,2.1,2.9,5.0,.125,,0.4,1.3,1.6,1.7
2011-12,31,ORL,NBA,SG,54,1591,13.3,.502,.465,.116,2.6,11.6,7.0,12.0,1.8,1.1,8.7,20.2,,1.2,1.6,2.8,.084,,0.3,0.4,0.7,1.1
2012-13,32,PHI,NBA,SG,33,936,12.6,.495,.497,.098,2.2,13.4,7.7,8.6,2.3,1.2,6.9,18.5,,0.3,1.1,1.4,.070,,-0.9,0.5,-0.5,0.4
2014-15,34,PHI,NBA,SG,19,416,11.7,.458,.539,.124,3.2,14.5,8.6,16.6,1.6,0.6,7.9,21.3,,0.0,0.4,0.4,.045,,-0.9,-0.4,-1.3,0.1
Career,,,NBA,,857,29241,16.3,.528,.343,.214,3.9,12.4,8.1,13.7,1.8,0.9,9.8,23.4,,36.8,22.3,59.1,.097,,1.7,-0.5,1.2,23.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,GSW,NBA,,438,15539,16.6,.511,.283,.243,4.6,12.2,8.3,16.0,1.8,0.9,10.8,24.8,,17.5,10.3,27.7,.086,,1.7,-0.7,0.9,11.5
3 seasons,,PHO,NBA,,162,5200,17.1,.577,.380,.187,4.1,12.6,8.5,8.6,1.5,0.8,7.7,21.4,,10.3,3.0,13.3,.123,,2.3,-0.8,1.5,4.6
2 seasons,,ORL,NBA,,109,3510,13.3,.524,.481,.124,2.3,11.3,6.8,10.8,1.8,0.7,8.6,19.3,,3.3,4.4,7.8,.106,,0.4,0.9,1.2,2.8
2 seasons,,CHA,NBA,,96,3640,18.1,.552,.390,.229,3.0,13.0,7.9,15.1,1.9,1.3,9.3,25.9,,5.4,3.1,8.5,.112,,3.1,-0.3,2.8,4.4
2 seasons,,PHI,NBA,,52,1352,12.3,.482,.512,.107,2.5,13.8,8.0,11.1,2.0,1.0,7.2,19.4,,0.3,1.4,1.7,.062,,-0.9,0.2,-0.7,0.4",Jason Richardson Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2001-02,23,MEM,NBA,SF,78,3097,13.9,.518,.287,.294,6.5,8.6,7.5,11.9,2.1,1.8,12.5,18.2,,2.7,2.1,4.8,.074,,0.2,0.3,0.5,1.9
2002-03,24,MEM,NBA,SF,78,2383,15.0,.597,.380,.255,6.1,10.1,8.1,6.8,2.2,2.5,9.7,13.2,,4.8,1.5,6.2,.126,,1.4,0.8,2.3,2.5
2003-04,25,MEM,NBA,SF,79,1947,15.3,.544,.343,.302,5.9,11.8,8.8,8.4,2.7,2.2,8.3,15.5,,3.5,2.3,5.9,.145,,1.1,1.5,2.6,2.3
2004-05,26,MEM,NBA,SG,80,2516,14.8,.555,.289,.372,7.6,12.1,9.8,8.3,2.0,2.4,9.5,14.8,,4.4,3.4,7.8,.149,,1.1,1.3,2.4,2.8
2005-06,27,MEM,NBA,SF,81,2839,14.7,.574,.266,.335,7.1,11.2,9.2,8.2,1.8,3.2,11.2,13.7,,4.6,4.5,9.1,.153,,0.8,1.8,2.6,3.3
2006-07,28,HOU,NBA,SF,82,2988,12.0,.589,.570,.173,2.6,10.4,6.5,9.2,1.4,1.5,9.3,12.1,,4.4,4.6,9.0,.144,,0.3,2.0,2.3,3.2
2007-08,29,HOU,NBA,SF,80,2907,11.7,.561,.596,.163,5.2,10.5,7.9,8.0,1.4,2.3,10.5,11.7,,3.6,4.6,8.2,.135,,0.0,1.9,2.0,2.9
2008-09,30,HOU,NBA,SG,60,2031,10.7,.568,.669,.189,3.1,12.9,8.2,10.0,1.3,1.9,11.3,9.9,,2.3,2.9,5.2,.123,,0.1,1.9,2.0,2.0
2009-10,31,HOU,NBA,SG,67,2168,11.1,.541,.624,.237,3.8,13.1,8.2,10.9,1.2,2.6,11.5,11.4,,2.2,2.1,4.3,.095,,0.1,1.4,1.5,1.9
2010-11,32,TOT,NBA,SF,82,2375,12.3,.567,.525,.183,4.4,13.7,9.0,11.1,1.5,2.4,12.6,11.7,,2.9,2.2,5.1,.103,,0.6,0.9,1.4,2.0
2010-11,32,HOU,NBA,SF,59,1818,12.9,.577,.551,.186,3.6,13.9,8.8,12.1,1.5,2.7,12.5,12.3,,2.3,1.7,4.0,.105,,0.8,1.1,1.9,1.8
2010-11,32,MEM,NBA,SF,23,557,10.6,.530,.416,.168,6.8,13.0,9.9,7.9,1.5,1.5,12.9,10.1,,0.5,0.6,1.1,.097,,-0.3,0.2,-0.1,0.3
2011-12,33,MIA,NBA,SF,65,1499,9.7,.504,.627,.127,4.6,7.7,6.2,8.0,2.2,1.8,10.7,10.7,,1.2,2.1,3.3,.104,,-0.7,1.6,0.9,1.1
2012-13,34,MIA,NBA,SF,72,1786,10.7,.623,.873,.105,2.7,8.4,5.7,5.7,1.2,2.5,8.2,11.0,,2.8,1.6,4.4,.119,,0.9,0.1,1.0,1.4
2013-14,35,MIA,NBA,SF,73,1468,8.7,.523,.764,.084,3.0,8.6,5.9,6.0,1.8,2.3,6.9,10.0,,1.0,1.4,2.4,.078,,-0.6,0.6,0.0,0.7
Career,,,NBA,,977,30004,12.6,.559,.477,.236,5.0,10.8,7.9,8.8,1.7,2.3,10.4,12.9,,40.4,35.3,75.7,.121,,0.4,1.3,1.7,28.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MEM,NBA,,419,13339,14.5,.553,.312,.307,6.7,10.7,8.7,8.8,2.1,2.4,10.6,15.0,,20.6,14.3,34.9,.126,,0.8,1.1,1.9,13.1
5 seasons,,HOU,NBA,,348,11912,11.7,.568,.598,.187,3.7,11.9,7.8,9.8,1.4,2.1,10.8,11.5,,14.8,15.9,30.7,.124,,0.2,1.7,1.9,11.8
3 seasons,,MIA,NBA,,210,4753,9.8,.556,.763,.105,3.4,8.2,5.9,6.5,1.7,2.2,8.6,10.6,,5.0,5.1,10.1,.102,,0.0,0.7,0.7,3.2",Shane Battier Stats | Basketball-Reference.com,undefined
"--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2001-02,19,HOU,NBA,PF,73,1896,13.8,.456,.410,.129,7.0,18.2,12.5,4.8,0.5,4.8,6.3,18.4,,1.0,1.4,2.4,.061,,-0.3,-0.6,-0.9,0.5
2002-03,20,HOU,NBA,PF,77,1890,15.4,.462,.283,.139,8.6,19.2,14.0,8.0,1.5,4.2,9.6,19.4,,1.0,2.9,3.9,.100,,0.3,0.6,0.9,1.4
2004-05,22,MIN,NBA,PF,70,1492,15.9,.474,.391,.149,10.3,23.8,17.3,5.6,0.8,5.7,9.0,19.0,,0.8,2.4,3.2,.102,,-0.1,0.3,0.2,0.8
2005-06,23,MIN,NBA,C,70,1359,12.2,.397,.222,.200,9.7,24.3,17.2,4.7,0.5,8.2,9.7,15.6,,-1.0,2.6,1.5,.055,,-3.1,1.5,-1.6,0.1
2006-07,24,MIN,NBA,PF,13,92,5.2,.308,.037,.185,9.3,22.8,16.3,6.5,0.0,5.9,17.0,17.8,,-0.3,0.1,-0.2,-0.088,,-5.6,-0.6,-6.2,-0.1
Career,,,NBA,,303,6729,14.3,.450,.332,.149,8.7,21.0,15.0,5.9,0.8,5.6,8.6,18.2,,1.5,9.4,10.9,.078,,-0.7,0.3,-0.4,2.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIN,NBA,,153,2943,13.9,.438,.312,.171,10.0,24.0,17.2,5.2,0.7,6.9,9.5,17.4,,-0.5,5.1,4.6,.074,,-1.6,0.8,-0.8,0.9
2 seasons,,HOU,NBA,,150,3786,14.6,.459,.346,.134,7.8,18.7,13.3,6.4,1.0,4.5,8.0,18.9,,2.1,4.3,6.3,.080,,0.0,0.0,0.0,1.9",Eddie Griffin Stats | Basketball-Reference.com,undefined
