Name,Position,PerGame,Totals,Per40Min,Advanced,Awards,Per100Pos,Root
John Wall,"
  
  Position:
  
  Guard



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2009-10,Kentucky,SEC,37,37,34.8,5.5,11.8,.461,4.5,8.8,.509,1.0,3.1,.325,4.7,6.3,.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,,6.82
Career,Kentucky,,37,37,34.8,5.5,11.8,.461,4.5,8.8,.509,1.0,3.1,.325,4.7,6.3,.754,0.8,3.5,4.3,6.5,1.8,0.5,4.0,1.9,16.6,,6.82","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Kentucky,SEC,37,37,1288,202,438,.461,165,324,.509,37,114,.325,175,232,.754,30,129,159,241,66,19,149,72,616
Career,Kentucky,,37,37,1288,202,438,.461,165,324,.509,37,114,.325,175,232,.754,30,129,159,241,66,19,149,72,616","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Kentucky,SEC,37,37,1288,6.3,13.6,.461,5.1,10.1,.509,1.1,3.5,.325,5.4,7.2,.754,4.9,7.5,2.0,0.6,4.6,2.2,19.1
Career,Kentucky,,37,37,1288,6.3,13.6,.461,5.1,10.1,.509,1.1,3.5,.325,5.4,7.2,.754,4.9,7.5,2.0,0.6,4.6,2.2,19.1","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2009-10,Kentucky,SEC,37,37,1288,.562,.503,.260,.530,669,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,,3.7,2.6,6.3,.196
Career,Kentucky,,37,37,1288,.562,.503,.260,.530,669,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,,3.7,2.6,6.3,.196","
		Awards					2009-10 All-SEC - 1st Team
		
							2009-10 Rupp Trophy
		
							2009-10 SEC All-Freshman
		
							2009-10 SEC Player of the Year
		
							2009-10 SEC Rookie of the Year
		
							2009-10 USBWA Freshman of the Year
		
							2009-10 Wooden Award - Finalists
		
							2009-10 Consensus All-America - 1st Team
		
							2010 All-SEC Tournament - 1st Team
		
							2010 NCAA Tournament All-Region
		
							2010 SEC Tournament MVP
		
			",,
Evan Turner,"
  
  Position:
  
  Guard



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2007-08,Ohio State,Big Ten,37,30,27.1,2.9,6.3,.470,2.3,4.4,.528,0.6,1.9,.333,1.9,2.8,.699,0.9,3.5,4.4,2.6,1.3,0.5,2.7,2.4,8.5,,7.97
2008-09,Ohio State,Big Ten,33,33,36.4,5.8,11.6,.503,5.5,10.9,.507,0.3,0.8,.440,5.3,6.7,.788,1.7,5.4,7.1,4.0,1.8,0.8,3.5,2.9,17.3,,8.23
2009-10,Ohio State,Big Ten,31,31,35.7,7.6,14.7,.519,7.0,13.0,.540,0.6,1.8,.364,4.5,5.9,.754,2.0,7.2,9.2,6.0,1.7,0.9,4.4,2.8,20.4,,7.37
Career,Ohio State,,101,94,32.8,5.3,10.6,.502,4.8,9.1,.525,0.5,1.5,.362,3.8,5.0,.758,1.5,5.3,6.8,4.1,1.6,0.7,3.5,2.7,15.0,,7.86","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,Ohio State,Big Ten,37,30,1004,109,232,.470,86,163,.528,23,69,.333,72,103,.699,33,131,164,98,47,19,99,90,313
2008-09,Ohio State,Big Ten,33,33,1202,193,384,.503,182,359,.507,11,25,.440,175,222,.788,56,178,234,131,58,27,117,97,572
2009-10,Ohio State,Big Ten,31,31,1108,237,457,.519,217,402,.540,20,55,.364,138,183,.754,62,222,284,185,54,28,136,86,632
Career,Ohio State,,101,94,3314,539,1073,.502,485,924,.525,54,149,.362,385,508,.758,151,531,682,414,159,74,352,273,1517","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,Ohio State,Big Ten,37,30,1004,4.3,9.2,.470,3.4,6.5,.528,0.9,2.7,.333,2.9,4.1,.699,6.5,3.9,1.9,0.8,3.9,3.6,12.5
2008-09,Ohio State,Big Ten,33,33,1202,6.4,12.8,.503,6.1,11.9,.507,0.4,0.8,.440,5.8,7.4,.788,7.8,4.4,1.9,0.9,3.9,3.2,19.0
2009-10,Ohio State,Big Ten,31,31,1108,8.6,16.5,.519,7.8,14.5,.540,0.7,2.0,.364,5.0,6.6,.754,10.3,6.7,1.9,1.0,4.9,3.1,22.8
Career,Ohio State,,101,94,3314,6.5,13.0,.502,5.9,11.2,.525,0.7,1.8,.362,4.6,6.1,.758,8.2,5.0,1.9,0.9,4.2,3.3,18.3","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2007-08,Ohio State,Big Ten,37,30,1004,.557,.519,.297,.444,,,,,,,,26.1,,,1.6,2.2,3.8,.152
2008-09,Ohio State,Big Ten,33,33,1202,.584,.517,.065,.578,,,,12.4,25.8,,1.9,19.3,28.6,,3.7,1.7,5.4,.181
2009-10,Ohio State,Big Ten,31,31,1108,.581,.540,.120,.400,682,7.3,23.5,15.9,37.5,3.0,2.9,20.0,33.1,,4.0,2.8,6.8,.247
Career,Ohio State,,101,94,3314,.577,.527,.139,.473,682,7.3,23.5,14.1,31.4,3.0,2.4,21.1,30.8,,9.3,6.8,16.1,.194","
		Awards					2008-09 All-Big Ten - 1st Team
		
							2009 All-Big Ten Tournament - 1st Team
		
							2009-10 All-Big Ten - 1st Team
		
							2009-10 AP Player of the Year
		
							2009-10 Big Ten Player of the Year
		
							2009-10 NABC Player of the Year
		
							2009-10 Naismith Award
		
							2009-10 Sporting News Player of the Year
		
							2009-10 USBWA Player of the Year
		
							2009-10 Wooden Award
		
							2009-10 Wooden Award - Finalists
		
							2009-10 Consensus All-America - 1st Team
		
							2010 All-Big Ten Tournament - 1st Team
		
							2010 Big Ten Tournament MVP
		
							2010 NCAA Tournament All-Region
		
			",,
Derrick Favors,"
  
  Position:
  
  Forward



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2009-10,Georgia Tech,ACC,36,35,27.5,5.0,8.1,.611,5.0,8.1,.613,0.0,0.0,.000,2.5,4.0,.629,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,,9.02
Career,Georgia Tech,,36,35,27.5,5.0,8.1,.611,5.0,8.1,.613,0.0,0.0,.000,2.5,4.0,.629,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,,9.02","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Georgia Tech,ACC,36,35,989,179,293,.611,179,292,.613,0,1,.000,90,143,.629,108,195,303,37,32,74,90,94,448
Career,Georgia Tech,,36,35,989,179,293,.611,179,292,.613,0,1,.000,90,143,.629,108,195,303,37,32,74,90,94,448","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Georgia Tech,ACC,36,35,989,7.2,11.9,.611,7.2,11.8,.613,0.0,0.0,.000,3.6,5.8,.629,12.3,1.5,1.3,3.0,3.6,3.8,18.1
Career,Georgia Tech,,36,35,989,7.2,11.9,.611,7.2,11.8,.613,0.0,0.0,.000,3.6,5.8,.629,12.3,1.5,1.3,3.0,3.6,3.8,18.1","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2009-10,Georgia Tech,ACC,36,35,989,.621,.611,.003,.488,420,12.6,19.9,16.5,7.9,1.8,7.9,20.0,21.8,,2.3,2.5,4.8,.195
Career,Georgia Tech,,36,35,989,.621,.611,.003,.488,420,12.6,19.9,16.5,7.9,1.8,7.9,20.0,21.8,,2.3,2.5,4.8,.195","
		Awards					2009-10 ACC All-Freshman
		
							2009-10 ACC Rookie of the Year
		
							2010 All-ACC Tournament - 1st Team
		
			",,
Wesley Johnson,"
  
  Position:
  
  Forward



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2014-15,Charleston Southern,Big South,24,0,6.6,0.5,1.0,.478,0.5,1.0,.478,0.0,0.0,,0.4,1.1,.346,0.6,0.5,1.1,0.1,0.2,0.3,0.2,1.1,1.3,,-5.23
2015-16,Charleston Southern,Big South,28,8,10.7,0.6,1.0,.571,0.6,1.0,.571,0.0,0.0,,0.8,1.3,.629,0.8,1.1,1.9,0.2,0.3,0.3,0.4,1.8,1.9,,-2.59
Career,Charleston Southern,,52,8,8.8,0.5,1.0,.529,0.5,1.0,.529,0.0,0.0,,0.6,1.2,.508,0.7,0.8,1.5,0.1,0.2,0.3,0.3,1.4,1.6,,-3.91","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,Charleston Southern,Big South,24,0,158,11,23,.478,11,23,.478,0,0,,9,26,.346,15,12,27,2,4,6,5,26,31
2015-16,Charleston Southern,Big South,28,8,300,16,28,.571,16,28,.571,0,0,,22,35,.629,23,30,53,5,8,7,10,49,54
Career,Charleston Southern,,52,8,458,27,51,.529,27,51,.529,0,0,,31,61,.508,38,42,80,7,12,13,15,75,85","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,Charleston Southern,Big South,24,0,158,2.8,5.8,.478,2.8,5.8,.478,0.0,0.0,,2.3,6.6,.346,6.8,0.5,1.0,1.5,1.3,6.6,7.8
2015-16,Charleston Southern,Big South,28,8,300,2.1,3.7,.571,2.1,3.7,.571,0.0,0.0,,2.9,4.7,.629,7.1,0.7,1.1,0.9,1.3,6.5,7.2
Career,Charleston Southern,,52,8,458,2.4,4.5,.529,2.4,4.5,.529,0.0,0.0,,2.7,5.3,.508,7.0,0.6,1.0,1.1,1.3,6.6,7.4","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40,,OBPM,DBPM,BPM
2014-15,Charleston Southern,Big South,24,0,158,9.4,.438,.478,.000,1.130,34,10.1,9.1,9.6,2.3,1.5,4.7,12.4,12.9,,0.1,0.2,0.3,.066,,-5.1,-0.4,-5.5
2015-16,Charleston Southern,Big South,28,8,300,10.3,.605,.571,.000,1.250,61,8.1,12.0,9.9,2.8,1.5,2.7,18.3,9.1,,0.4,0.3,0.7,.091,,-3.6,-0.1,-3.8
Career,Charleston Southern,,52,8,458,10.0,.531,.529,.000,1.196,96,8.8,11.0,9.8,2.7,1.5,3.4,15.8,10.4,,0.5,0.5,0.9,.082,,-4.2,-0.2,-4.4",,,
DeMarcus Cousins,"
  
  Position:
  
  Forward



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2009-10,Kentucky,SEC,38,37,23.5,5.4,9.7,.558,5.4,9.6,.565,0.0,0.2,.167,4.3,7.1,.604,4.1,5.8,9.8,1.0,1.0,1.8,2.1,3.2,15.1,,6.82
Career,Kentucky,,38,37,23.5,5.4,9.7,.558,5.4,9.6,.565,0.0,0.2,.167,4.3,7.1,.604,4.1,5.8,9.8,1.0,1.0,1.8,2.1,3.2,15.1,,6.82","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Kentucky,SEC,38,37,893,206,369,.558,205,363,.565,1,6,.167,162,268,.604,154,220,374,38,37,67,78,122,575
Career,Kentucky,,38,37,893,206,369,.558,205,363,.565,1,6,.167,162,268,.604,154,220,374,38,37,67,78,122,575","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,Kentucky,SEC,38,37,893,9.2,16.5,.558,9.2,16.3,.565,0.0,0.3,.167,7.3,12.0,.604,16.8,1.7,1.7,3.0,3.5,5.5,25.8
Career,Kentucky,,38,37,893,9.2,16.5,.558,9.2,16.3,.565,0.0,0.3,.167,7.3,12.0,.604,16.8,1.7,1.7,3.0,3.5,5.5,25.8","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2009-10,Kentucky,SEC,38,37,893,.579,.560,.016,.726,555,19.8,24.8,22.5,9.2,2.4,7.5,13.6,30.5,,3.8,2.7,6.5,.290
Career,Kentucky,,38,37,893,.579,.560,.016,.726,555,19.8,24.8,22.5,9.2,2.4,7.5,13.6,30.5,,3.8,2.7,6.5,.290","
		Awards					2009-10 All-SEC - 1st Team
		
							2009-10 SEC All-Freshman
		
							2009-10 SEC Rookie of the Year
		
							2009-10 Wooden Award - Finalists
		
							2009-10 Consensus All-America - 2nd Team
		
							2010 All-SEC Tournament - 1st Team
		
							2010 NCAA Tournament All-Region
		
			",,
Ekpe Udoh,"
  
  Position:
  
  Center



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2006-07,Michigan,Big Ten,35,7,20.3,2.2,4.6,.469,2.2,4.5,.478,0.0,0.1,.000,0.7,1.2,.585,1.7,2.3,4.0,0.8,0.7,1.9,0.8,1.9,5.0,,6.79
2007-08,Michigan,Big Ten,32,24,26.0,2.4,5.4,.437,2.2,4.9,.443,0.2,0.5,.375,1.0,1.8,.589,2.2,2.8,5.0,0.9,0.8,2.9,1.1,2.4,6.0,,7.99
2008-09,Transfer,Transfer,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,Baylor,Big 12,36,36,35.1,5.3,10.8,.490,5.1,10.1,.505,0.2,0.7,.269,3.1,4.5,.685,3.6,6.2,9.8,2.7,0.8,3.7,2.4,2.4,13.9,,8.03
Career,Overall,,103,67,27.2,3.3,7.0,.472,3.2,6.6,.485,0.1,0.4,.289,1.6,2.5,.649,2.5,3.8,6.3,1.5,0.8,2.8,1.5,2.2,8.4,,7.60
,Michigan,,67,31,23.0,2.3,5.0,.452,2.2,4.7,.461,0.1,0.3,.316,0.9,1.4,.588,1.9,2.5,4.5,0.9,0.7,2.4,1.0,2.1,5.5,,
,Baylor,,36,36,35.1,5.3,10.8,.490,5.1,10.1,.505,0.2,0.7,.269,3.1,4.5,.685,3.6,6.2,9.8,2.7,0.8,3.7,2.4,2.4,13.9,,","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,Michigan,Big Ten,35,7,710,76,162,.469,76,159,.478,0,3,.000,24,41,.585,60,79,139,28,23,67,28,66,176
2007-08,Michigan,Big Ten,32,24,832,76,174,.437,70,158,.443,6,16,.375,33,56,.589,70,90,160,29,27,92,36,77,191
2009-10,Baylor,Big 12,36,36,1264,191,390,.490,184,364,.505,7,26,.269,111,162,.685,129,222,351,97,29,133,87,87,500
Career,Overall,,103,67,2806,343,726,.472,330,681,.485,13,45,.289,168,259,.649,259,391,650,154,79,292,151,230,867
,Michigan,,67,31,1542,152,336,.452,146,317,.461,6,19,.316,57,97,.588,130,169,299,57,50,159,64,143,367
,Baylor,,36,36,1264,191,390,.490,184,364,.505,7,26,.269,111,162,.685,129,222,351,97,29,133,87,87,500","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,Michigan,Big Ten,35,7,710,4.3,9.1,.469,4.3,9.0,.478,0.0,0.2,.000,1.4,2.3,.585,7.8,1.6,1.3,3.8,1.6,3.7,9.9
2007-08,Michigan,Big Ten,32,24,832,3.7,8.4,.437,3.4,7.6,.443,0.3,0.8,.375,1.6,2.7,.589,7.7,1.4,1.3,4.4,1.7,3.7,9.2
2009-10,Baylor,Big 12,36,36,1264,6.0,12.3,.490,5.8,11.5,.505,0.2,0.8,.269,3.5,5.1,.685,11.1,3.1,0.9,4.2,2.8,2.8,15.8
Career,Overall,,103,67,2806,4.9,10.3,.472,4.7,9.7,.485,0.2,0.6,.289,2.4,3.7,.649,9.3,2.2,1.1,4.2,2.2,3.3,12.4
,Michigan,,67,31,1542,3.9,8.7,.452,3.8,8.2,.461,0.2,0.5,.316,1.5,2.5,.588,7.8,1.5,1.3,4.1,1.7,3.7,9.5
,Baylor,,36,36,1264,6.0,12.3,.490,5.8,11.5,.505,0.2,0.8,.269,3.5,5.1,.685,11.1,3.1,0.9,4.2,2.8,2.8,15.8","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2006-07,Michigan,Big Ten,35,7,710,.485,.469,.019,.253,,,,12.2,8.6,,7.2,13.4,15.7,,0.2,2.3,2.4,.138
2007-08,Michigan,Big Ten,32,24,832,.476,.454,.092,.322,,,,11.1,7.5,,8.0,15.2,14.9,,0.1,2.2,2.3,.111
2009-10,Baylor,Big 12,36,36,1264,.535,.499,.067,.415,542,12.9,17.7,15.6,14.4,1.4,11.0,15.7,22.1,,3.4,2.6,6.1,.192
Career,Overall,,103,67,2806,.511,.481,.062,.357,542,12.9,17.7,13.4,10.9,1.4,9.2,15.1,18.3,,3.7,7.1,10.8,.154
,Michigan,,67,31,1542,.480,.461,.057,.289,,,,11.6,8.0,,7.6,14.3,15.3,,0.3,4.5,4.8,.124
,Baylor,,36,36,1264,.535,.499,.067,.415,542,12.9,17.7,15.6,14.4,1.4,11.0,15.7,22.1,,3.4,2.6,6.1,.192","
		Awards					2007-08 Big Ten All-Defense
		
							2009-10 All-Big 12 - 2nd Team
		
							2009-10 Big 12 All-Defense
		
							2009-10 Big 12 All-Freshman
		
							2010 NCAA Tournament All-Region
		
			",,
Greg Monroe,"
  
  Position:
  
  Center



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2008-09,Georgetown,Big East,31,31,30.9,4.6,8.1,.572,4.5,7.9,.578,0.1,0.2,.333,3.4,4.8,.700,2.0,4.5,6.5,2.5,1.8,1.5,2.5,2.5,12.7,,8.97
2009-10,Georgetown,Big East,34,34,34.2,5.9,11.3,.525,5.7,10.5,.545,0.2,0.8,.259,4.1,6.1,.660,2.2,7.5,9.6,3.8,1.2,1.5,3.3,2.6,16.1,,9.56
Career,Georgetown,,65,65,32.6,5.3,9.8,.543,5.2,9.3,.558,0.1,0.5,.273,3.7,5.5,.677,2.1,6.1,8.2,3.2,1.5,1.5,2.9,2.5,14.5,,9.26","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,Georgetown,Big East,31,31,958,143,250,.572,141,244,.578,2,6,.333,105,150,.700,62,141,203,79,57,45,77,77,393
2009-10,Georgetown,Big East,34,34,1164,202,385,.525,195,358,.545,7,27,.259,138,209,.660,74,254,328,128,42,52,112,87,549
Career,Georgetown,,65,65,2122,345,635,.543,336,602,.558,9,33,.273,243,359,.677,136,395,531,207,99,97,189,164,942","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,Georgetown,Big East,31,31,958,6.0,10.4,.572,5.9,10.2,.578,0.1,0.3,.333,4.4,6.3,.700,8.5,3.3,2.4,1.9,3.2,3.2,16.4
2009-10,Georgetown,Big East,34,34,1164,6.9,13.2,.525,6.7,12.3,.545,0.2,0.9,.259,4.7,7.2,.660,11.3,4.4,1.4,1.8,3.8,3.0,18.9
Career,Georgetown,,65,65,2122,6.5,12.0,.543,6.3,11.3,.558,0.2,0.6,.273,4.6,6.8,.677,10.0,3.9,1.9,1.8,3.6,3.1,17.8","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2008-09,Georgetown,Big East,31,31,958,.612,.576,.024,.600,,,,13.1,18.8,,3.8,19.3,22.3,,2.9,2.1,5.0,.209
2009-10,Georgetown,Big East,34,34,1164,.567,.534,.070,.543,574,8.6,25.2,17.5,22.4,2.2,4.9,18.8,26.7,,3.2,2.3,5.5,.189
Career,Georgetown,,65,65,2122,.585,.550,.052,.565,574,8.6,25.2,15.5,20.7,2.2,4.4,19.0,24.7,,6.0,4.5,10.5,.198","
		Awards					2008-09 Big East All-Freshman
		
							2008-09 Big East Rookie of the Year
		
							2009-10 All-Big East - 1st Team
		
							2009-10 Wooden Award - Finalists
		
							2010 All-Big East Tournament - 1st Team
		
			",,
Greg Monroe,"
  
  Position:
  
  Center



  ",,,,,,,
Gordon Hayward,"
  
  Position:
  
  Forward



  ","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2008-09,Butler,Horizon,32,32,32.7,3.9,8.2,.479,1.8,3.3,.523,2.2,4.8,.448,3.2,3.9,.815,1.4,5.0,6.5,2.0,1.5,0.9,1.7,2.0,13.1,,2.07
2009-10,Butler,Horizon,37,37,33.5,4.7,10.1,.464,3.4,5.8,.592,1.3,4.3,.294,4.8,5.8,.829,1.9,6.3,8.2,1.7,1.1,0.8,2.3,2.1,15.5,,5.08
Career,Butler,,69,69,33.1,4.3,9.2,.470,2.6,4.6,.569,1.7,4.6,.369,4.1,4.9,.824,1.7,5.7,7.4,1.8,1.3,0.9,2.0,2.1,14.4,,3.57","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,Butler,Horizon,32,32,1045,125,261,.479,56,107,.523,69,154,.448,101,124,.815,46,161,207,63,48,30,53,64,420
2009-10,Butler,Horizon,37,37,1239,173,373,.464,126,213,.592,47,160,.294,179,216,.829,72,233,305,62,40,30,85,78,572
Career,Butler,,69,69,2284,298,634,.470,182,320,.569,116,314,.369,280,340,.824,118,394,512,125,88,60,138,142,992","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,Butler,Horizon,32,32,1045,4.8,10.0,.479,2.1,4.1,.523,2.6,5.9,.448,3.9,4.7,.815,7.9,2.4,1.8,1.1,2.0,2.4,16.1
2009-10,Butler,Horizon,37,37,1239,5.6,12.0,.464,4.1,6.9,.592,1.5,5.2,.294,5.8,7.0,.829,9.8,2.0,1.3,1.0,2.7,2.5,18.5
Career,Butler,,69,69,2284,5.2,11.1,.470,3.2,5.6,.569,2.0,5.5,.369,4.9,6.0,.824,9.0,2.2,1.5,1.1,2.4,2.5,17.4","--- When using SR data, please cite us and provide a link and/or a mention.


 
Season,School,Conf,G,GS,MP,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/40
2008-09,Butler,Horizon,32,32,1045,.656,.611,.590,.475,,,,12.2,14.0,,2.5,14.2,19.5,,3.9,3.4,7.3,.279
2009-10,Butler,Horizon,37,37,1239,.601,.527,.429,.579,549,7.6,23.4,15.8,12.1,2.0,2.8,15.2,24.7,,4.0,3.0,6.9,.224
Career,Butler,,69,69,2284,.624,.562,.495,.536,549,7.6,23.4,14.1,12.9,2.0,2.7,14.8,22.3,,7.9,6.3,14.2,.249","
		Awards					2009-10 Horizon Player of the Year
		
							2009-10 Wooden Award - Finalists
		
							2010 NCAA All-Tournament
		
							2010 NCAA Tournament All-Region
		
			",,
